Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,33,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,34,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,35,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,36,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,37,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,38,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,39,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,4,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,40,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,41,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,42,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,43,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,44,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,45,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,46,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,47,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,48,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,5,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,6,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,7,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,8,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,9,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,3,2003,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,1,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,10,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,11,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,12,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,13,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,5,2011,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,14,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,5,2011,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,15,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,5,2011,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,16,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,5,2011,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,17,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,5,2011,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,18,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,5,2011,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,2,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,3,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,4,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,5,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,6,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,7,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,8,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56688,New Bern,NC,Craven,9,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,8,2007,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,1,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,10,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,11,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,12,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,13,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,14,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,15,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,16,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,17,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,18,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,2,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,3,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,4,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,5,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,6,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,7,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,8,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56690,Pine Grove,PA,Schuylkill,9,OP,Petroleum Liquids,IC,IPP Non-CHP,2,0.3,0.3,0.3,2,2008,DFO,LFG,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,1,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,10,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,11,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,12,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,13,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,14,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,15,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,16,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,17,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,18,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,19,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,2,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,20,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,21,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,22,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,23,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,24,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,25,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,26,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,27,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,28,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,29,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,3,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,30,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,31,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,32,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,33,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,34,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,35,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,36,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,4,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,5,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,6,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,7,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,8,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,VA,Virginia Beach City,9,OP,Landfill Gas,IC,IPP Non-CHP,2,0.3,0.3,0.3,11,2001,LFG,DFO,Y,Y,DFO,LFG,,,,,N,, , , , ,,,,,,
55988,Virginia Polytechnic Inst and State Unv,56785,Virginia Tech Power Plant,VA,Montgomery,WG01,OA,Natural Gas Steam Turbine,ST,Commercial CHP,5,6.3,2.5,6.3,3,1976,NG,DFO,Y,Y,BIT,NG,DFO,,,,Y,Y,2.5,5.5,2.5,5.5,1H,1H,Y,Y,Y,Y
7570,Great River Energy,56786,Spiritwood Station,ND,Stutsman,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,106.2,97.1,97.1,11,2014,NG,RC,Y,Y,LIG,NG,PG,,,,N,, , , , ,,,,,,
55993,"Kleen Energy Systems, LLC",56798,Kleen Energy Systems Project,CT,Middlesex,U1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,199,177,195,7,2011,NG,DFO,Y,N,,,,,,,Y,Y,177,195,163,180,6H,6H,Y,Y,Y,Y
55993,"Kleen Energy Systems, LLC",56798,Kleen Energy Systems Project,CT,Middlesex,U2,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,199,177,195,7,2011,NG,DFO,Y,N,,,,,,,Y,Y,176,195,163,180,6H,6H,Y,Y,Y,Y
9617,JEA,56799,Greenland Energy Center,FL,Duval,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,190.4,178.6,192.1,6,2011,NG,DFO,Y,N,,,,,,,Y,N,150,185.9,178.6,191.2,OVER,1H,Y,Y,Y,
9617,JEA,56799,Greenland Energy Center,FL,Duval,2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,190.4,178.6,192.1,6,2011,NG,DFO,Y,N,,,,,,,Y,N,150,185.9,178.6,191.2,OVER,1H,Y,Y,Y,
19876,Virginia Electric & Power Co,56807,Bear Garden,VA,Buckingham,1A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,145,184.9,196,5,2011,NG,DFO,Y,N,,,,,,,Y,Y,165,181,165,181,6H,6H,Y,Y,Y,
19876,Virginia Electric & Power Co,56807,Bear Garden,VA,Buckingham,1B,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,152,184,195,5,2011,NG,DFO,Y,N,,,,,,,Y,Y,170,187,170,187,6H,6H,Y,Y,Y,
19876,Virginia Electric & Power Co,56808,Virginia City Hybrid Energy Center,VA,Wise,1,OP,Conventional Steam Coal,ST,Electric Utility,1,668,610,626,7,2012,BIT,WDS,Y,Y,BIT,WC,WDS,,,,,, , , , ,,,,,,
56815,NorthWestern Energy (MT wind/thermal),56908,Dave Gates Generating Station,MT,Deer Lodge,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,67.7,44.1,48.1,1,2011,NG,DFO,Y,N,,,,,,,Y,Y,42.6,48.1,42.6,48.1,1H,1H,Y,Y,Y,
56815,NorthWestern Energy (MT wind/thermal),56908,Dave Gates Generating Station,MT,Deer Lodge,2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,67.7,44.1,48.1,1,2011,NG,DFO,Y,N,,,,,,,Y,Y,42.6,48.1,42.6,48.1,1H,1H,Y,Y,Y,
56815,NorthWestern Energy (MT wind/thermal),56908,Dave Gates Generating Station,MT,Deer Lodge,3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,67.7,44.1,48.1,1,2011,NG,DFO,Y,N,,,,,,,Y,Y,42.6,48.1,42.6,48.1,1H,1H,Y,Y,Y,
56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,CTG1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,235,188.7,219,5,2018,NG,DFO,Y,N,,,,,,,Y,Y,188.69,218.97,180,190.4,1H,1H,Y,Y,Y,
56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,CTG2,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,235,188.7,219,5,2018,NG,DFO,Y,N,,,,,,,Y,Y,188.69,218.97,180,192.4,1H,1H,Y,Y,Y,
